system:index,DistanceToLine,NDVI,ProximityFactor,RiskLabel,RiskScore,Vegetation,VegetationFactor,latitude,longitude,.geo,predicted_risk_probability,predicted_priority
722,1815.406290613757,0.491119314620046,0.4034498262666982,0,0.3251964858952901,1,0.2730275923143514,26.04579826352561,79.9537882950665,"{""type"":""MultiPoint"",""coordinates"":[]}",3.107128835788534e-09,Low
723,2123.605424743495,0.4576824434600139,0.345831812767562,0,0.2734891052156082,1,0.2252606335143057,26.04436095907102,79.99672776564742,"{""type"":""MultiPoint"",""coordinates"":[]}",1.4902074752189572e-12,Low
726,2127.0872102478543,0.4334646343551978,0.3452302804248121,0,0.2524903701886658,1,0.1906637633645682,25.99980452097869,80.11656302454897,"{""type"":""MultiPoint"",""coordinates"":[]}",8.133920020719278e-14,Low
730,3390.294972417592,0.4156359393232205,0.1835721526702344,0,0.1725453804879971,1,0.1651941990331722,25.99549260761492,80.35623354235206,"{""type"":""MultiPoint"",""coordinates"":[]}",2.2487866049573788e-20,Low
735,2142.171795164897,0.3980760421438387,0.3426362474589879,0,0.2211196779640284,1,0.1401086316340553,25.9645007303128,80.40061031738756,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0267249731654337e-15,Low
737,762.954782408499,0.2827981904446651,0.6828518243409981,0,0.2731407297363992,0,0.0,25.93835975554492,80.39450177345554,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0957045887723886e-11,Low
738,886.4536084872124,0.5359225437341841,0.6419615909621794,1,0.459003959585601,1,0.3370322053345488,25.958571849437607,80.35901831973283,"{""type"":""MultiPoint"",""coordinates"":[]}",0.0001447940557168671,Low
739,1517.8932768808222,0.3821791538643346,0.4681593083924087,0,0.2577029980978218,1,0.1173987912347638,25.99917570027981,80.26918679132088,"{""type"":""MultiPoint"",""coordinates"":[]}",5.655367935451062e-13,Low
740,1584.7397262642216,0.4430403800475059,0.4527705186813549,0,0.3037142475132613,1,0.2043434000678656,26.040857529462954,80.15842451678894,"{""type"":""MultiPoint"",""coordinates"":[]}",2.8241175360453325e-10,Low
741,2070.0,0.4389406571848945,0.3552263809249515,0,0.2611825442427474,1,0.1984866531212779,26.0419355078039,80.01792800635265,"{""type"":""MultiPoint"",""coordinates"":[]}",3.105660939325662e-13,Low
742,258.0697580112788,0.5159663865546219,0.8789433083423315,1,0.53669136895518,1,0.3085234093637456,25.96243460515932,80.3790507505687,"{""type"":""MultiPoint"",""coordinates"":[]}",0.018323457284256047,Low
743,100.4987562112089,0.590440251572327,0.9509922382845908,1,0.6293456823758309,1,0.4149146451033244,25.968632980619745,80.35452674331222,"{""type"":""MultiPoint"",""coordinates"":[]}",0.821598231815131,High
744,2267.377339570985,0.4871239991343865,0.3218438883511857,0,0.2891295545985198,1,0.2673199987634093,26.016603016791727,80.30799401159483,"{""type"":""MultiPoint"",""coordinates"":[]}",8.883845714012846e-12,Low
747,1901.578291840754,0.3601187876670451,0.3864359487436635,0,0.2061047689263612,1,0.085883982381493,26.038971067366305,79.90896236238895,"{""type"":""MultiPoint"",""coordinates"":[]}",2.2553648440562694e-16,Low
748,2047.8769494283583,0.3754774134070854,0.3591775391503669,0,0.2083659414376485,1,0.1078248762958364,26.01354874482572,79.92719816265657,"{""type"":""MultiPoint"",""coordinates"":[]}",2.2164864555978254e-16,Low
749,2184.9713956937744,0.4400964594979721,0.3353817989215306,0,0.2542353991383027,1,0.2001377992828173,25.9374614402608,80.37222355440939,"{""type"":""MultiPoint"",""coordinates"":[]}",8.946902010014837e-14,Low
751,2522.102297687388,0.4210263078923677,0.2833560205495502,0,0.2170792435561353,1,0.1728947255605253,25.94410897336328,80.35641320540888,"{""type"":""MultiPoint"",""coordinates"":[]}",2.0662124572322567e-16,Low
752,513.5172830587107,0.4279105628373169,0.7735548952624428,1,0.4190595833941059,1,0.1827293754818812,26.01633352220649,80.17189924605073,"{""type"":""MultiPoint"",""coordinates"":[]}",1.6006971197230848e-05,Low
753,1496.4290828502365,0.3478454020435362,0.4732106970211639,0,0.2302946234172109,1,0.0683505743479088,25.931891885499255,80.39324413205777,"{""type"":""MultiPoint"",""coordinates"":[]}",1.3228468070356288e-14,Low
754,836.7795408588812,0.4268399649150785,0.6581056682993498,1,0.3719622372469501,1,0.1811999498786836,26.016603016791727,80.13668528691325,"{""type"":""MultiPoint"",""coordinates"":[]}",7.369141926022251e-07,Low
