segment_id,line_idx,mean_ndvi,vegetation_fraction,predicted_risk_probability,predicted_priority,pixels_sampled
17388,58,88.0,1.0,1.0,High,1
17425,58,86.0,1.0,1.0,High,1
17434,58,44.0,1.0,1.0,High,1
17443,58,78.0,1.0,1.0,High,1
17473,58,107.0,1.0,1.0,High,1
17475,58,87.0,1.0,1.0,High,1
17476,58,87.0,1.0,1.0,High,1
17485,58,250.0,1.0,1.0,High,1
17509,59,69.0,1.0,1.0,High,1
17538,60,127.0,1.0,1.0,High,1
17551,60,141.0,1.0,1.0,High,1
17562,60,164.0,1.0,1.0,High,1
17573,60,126.0,1.0,1.0,High,1
17576,60,136.0,1.0,1.0,High,1
17577,60,136.0,1.0,1.0,High,1
17600,60,153.0,1.0,1.0,High,1
17601,60,153.0,1.0,1.0,High,1
17605,60,159.0,1.0,1.0,High,1
17607,60,152.0,1.0,1.0,High,1
17614,60,159.0,1.0,1.0,High,1
17616,60,159.0,1.0,1.0,High,1
17625,60,162.0,1.0,1.0,High,1
17633,60,154.0,1.0,1.0,High,1
17634,60,154.0,1.0,1.0,High,1
17651,60,139.0,1.0,1.0,High,1
17657,60,162.0,1.0,1.0,High,1
17675,60,156.0,1.0,1.0,High,1
17678,60,150.0,1.0,1.0,High,1
17716,61,107.0,1.0,1.0,High,1
17719,61,107.0,1.0,1.0,High,1
17751,61,147.0,1.0,1.0,High,1
17756,61,156.0,1.0,1.0,High,1
17856,61,255.0,1.0,1.0,High,1
17859,61,255.0,1.0,1.0,High,1
17863,61,255.0,1.0,1.0,High,1
17875,61,255.0,1.0,1.0,High,1
17946,61,255.0,1.0,1.0,High,1
17958,61,255.0,1.0,1.0,High,1
17970,61,255.0,1.0,1.0,High,1
17991,61,255.0,1.0,1.0,High,1
18003,61,255.0,1.0,1.0,High,1
18021,61,255.0,1.0,1.0,High,1
18046,61,255.0,1.0,1.0,High,1
18067,61,255.0,1.0,1.0,High,1
18080,62,255.0,1.0,1.0,High,1
18139,62,255.0,1.0,1.0,High,1
18155,62,255.0,1.0,1.0,High,1
18177,62,255.0,1.0,1.0,High,1
18182,62,255.0,1.0,1.0,High,1
18185,62,255.0,1.0,1.0,High,1
18186,62,255.0,1.0,1.0,High,1
18188,62,255.0,1.0,1.0,High,1
18190,62,255.0,1.0,1.0,High,1
18226,62,255.0,1.0,1.0,High,1
18231,62,255.0,1.0,1.0,High,1
18255,62,255.0,1.0,1.0,High,1
18298,62,255.0,1.0,1.0,High,1
18340,62,255.0,1.0,1.0,High,1
18342,62,255.0,1.0,1.0,High,1
18350,63,60.0,1.0,1.0,High,1
18361,63,43.0,1.0,1.0,High,1
18391,63,58.0,1.0,1.0,High,1
18406,63,61.0,1.0,1.0,High,1
18413,63,57.0,1.0,1.0,High,1
18426,63,59.0,1.0,1.0,High,1
18447,63,32.0,1.0,1.0,High,1
18468,63,58.0,1.0,1.0,High,1
18469,63,58.0,1.0,1.0,High,1
18508,63,62.0,1.0,1.0,High,1
18529,64,96.0,1.0,1.0,High,1
18574,64,62.0,1.0,1.0,High,1
18591,64,43.0,1.0,1.0,High,1
18609,64,69.0,1.0,1.0,High,1
18614,64,52.0,1.0,1.0,High,1
18619,64,99.0,1.0,1.0,High,1
18626,64,110.0,1.0,1.0,High,1
18655,64,60.0,1.0,1.0,High,1
18659,64,51.0,1.0,1.0,High,1
18682,65,76.0,1.0,1.0,High,1
18715,65,255.0,1.0,1.0,High,1
18745,65,255.0,1.0,1.0,High,1
18746,65,255.0,1.0,1.0,High,1
18788,65,255.0,1.0,1.0,High,1
18822,65,255.0,1.0,1.0,High,1
18832,65,255.0,1.0,1.0,High,1
18957,65,255.0,1.0,1.0,High,1
18981,66,94.0,1.0,1.0,High,1
18996,66,95.0,1.0,1.0,High,1
18997,66,95.0,1.0,1.0,High,1
19006,66,108.0,1.0,1.0,High,1
19023,66,77.0,1.0,1.0,High,1
19024,66,77.0,1.0,1.0,High,1
19037,66,110.0,1.0,1.0,High,1
19048,66,105.0,1.0,1.0,High,1
19112,66,99.0,1.0,1.0,High,1
19116,66,106.0,1.0,1.0,High,1
19140,66,75.0,1.0,1.0,High,1
19205,66,76.0,1.0,1.0,High,1
19206,66,76.0,1.0,1.0,High,1
19214,66,79.0,1.0,1.0,High,1
19224,66,84.0,1.0,1.0,High,1
19234,66,89.0,1.0,1.0,High,1
19235,66,89.0,1.0,1.0,High,1
19250,66,92.0,1.0,1.0,High,1
19342,66,87.0,1.0,1.0,High,1
19359,66,45.0,1.0,1.0,High,1
19360,66,45.0,1.0,1.0,High,1
19371,66,86.0,1.0,1.0,High,1
19372,66,86.0,1.0,1.0,High,1
19377,66,85.0,1.0,1.0,High,1
19402,66,80.0,1.0,1.0,High,1
19404,66,84.0,1.0,1.0,High,1
19409,66,97.0,1.0,1.0,High,1
19427,66,103.0,1.0,1.0,High,1
19440,66,104.0,1.0,1.0,High,1
19456,67,79.0,1.0,1.0,High,1
19468,68,100.0,1.0,1.0,High,1
19488,68,101.0,1.0,1.0,High,1
19489,68,101.0,1.0,1.0,High,1
19501,68,119.0,1.0,1.0,High,1
19508,68,109.0,1.0,1.0,High,1
19536,68,88.0,1.0,1.0,High,1
19585,68,100.0,1.0,1.0,High,1
19620,68,71.0,1.0,1.0,High,1
19625,68,74.0,1.0,1.0,High,1
19639,68,77.0,1.0,1.0,High,1
19646,68,94.0,1.0,1.0,High,1
19647,68,94.0,1.0,1.0,High,1
19687,68,78.0,1.0,1.0,High,1
19787,69,75.0,1.0,1.0,High,1
19788,69,75.0,1.0,1.0,High,1
19798,69,70.0,1.0,1.0,High,1
19799,69,70.0,1.0,1.0,High,1
19851,69,51.0,1.0,1.0,High,1
19868,69,78.0,1.0,1.0,High,1
19869,69,78.0,1.0,1.0,High,1
19873,69,70.0,1.0,1.0,High,1
19878,69,66.0,1.0,1.0,High,1
19893,69,41.0,1.0,1.0,High,1
19935,69,55.0,1.0,1.0,High,1
19984,69,61.0,1.0,1.0,High,1
19987,69,64.0,1.0,1.0,High,1
19993,69,64.0,1.0,1.0,High,1
19994,69,64.0,1.0,1.0,High,1
20054,69,66.0,1.0,1.0,High,1
20061,69,47.0,1.0,1.0,High,1
20062,69,47.0,1.0,1.0,High,1
20073,69,66.0,1.0,1.0,High,1
20096,69,81.0,1.0,1.0,High,1
20124,69,69.0,1.0,1.0,High,1
20129,69,61.0,1.0,1.0,High,1
20152,69,76.0,1.0,1.0,High,1
20178,69,68.0,1.0,1.0,High,1
20202,69,72.0,1.0,1.0,High,1
20215,69,64.0,1.0,1.0,High,1
20231,69,68.0,1.0,1.0,High,1
20233,69,79.0,1.0,1.0,High,1
20266,70,59.0,1.0,1.0,High,1
20267,70,59.0,1.0,1.0,High,1
20273,70,57.0,1.0,1.0,High,1
20313,70,64.0,1.0,1.0,High,1
20336,70,72.0,1.0,1.0,High,1
20337,70,72.0,1.0,1.0,High,1
20359,70,71.0,1.0,1.0,High,1
20398,70,57.0,1.0,1.0,High,1
20405,70,57.0,1.0,1.0,High,1
20416,70,69.0,1.0,1.0,High,1
20420,70,75.0,1.0,1.0,High,1
20443,70,82.0,1.0,1.0,High,1
20450,70,64.0,1.0,1.0,High,1
20482,70,79.0,1.0,1.0,High,1
20530,70,76.0,1.0,1.0,High,1
20535,70,73.0,1.0,1.0,High,1
20537,70,67.0,1.0,1.0,High,1
20582,70,53.0,1.0,1.0,High,1
20632,70,66.0,1.0,1.0,High,1
20642,70,88.0,1.0,1.0,High,1
20643,70,88.0,1.0,1.0,High,1
20664,70,84.0,1.0,1.0,High,1
20665,70,84.0,1.0,1.0,High,1
20680,70,77.0,1.0,1.0,High,1
20722,71,52.0,1.0,1.0,High,1
20725,71,34.0,1.0,1.0,High,1
20777,72,63.0,1.0,1.0,High,1
20793,72,56.0,1.0,1.0,High,1
20824,72,60.0,1.0,1.0,High,1
20825,72,60.0,1.0,1.0,High,1
20870,72,44.0,1.0,1.0,High,1
20873,72,62.0,1.0,1.0,High,1
20883,72,65.0,1.0,1.0,High,1
20898,72,72.0,1.0,1.0,High,1
20923,72,65.0,1.0,1.0,High,1
20925,72,71.0,1.0,1.0,High,1
20970,73,80.0,1.0,1.0,High,1
20972,73,83.0,1.0,1.0,High,1
21028,73,102.0,1.0,1.0,High,1
21037,73,98.0,1.0,1.0,High,1
21039,73,92.0,1.0,1.0,High,1
21041,73,88.0,1.0,1.0,High,1
21043,73,92.0,1.0,1.0,High,1
21044,73,92.0,1.0,1.0,High,1
21069,73,66.0,1.0,1.0,High,1
21078,73,63.0,1.0,1.0,High,1
21116,73,70.0,1.0,1.0,High,1
21119,73,63.0,1.0,1.0,High,1
21121,73,71.0,1.0,1.0,High,1
21123,73,65.0,1.0,1.0,High,1
21156,74,89.0,1.0,1.0,High,1
21165,74,89.0,1.0,1.0,High,1
21168,74,102.0,1.0,1.0,High,1
21177,74,83.0,1.0,1.0,High,1
21190,74,86.0,1.0,1.0,High,1
21236,74,98.0,1.0,1.0,High,1
21276,74,91.0,1.0,1.0,High,1
21313,74,106.0,1.0,1.0,High,1
21338,74,95.0,1.0,1.0,High,1
21352,74,89.0,1.0,1.0,High,1
21377,74,131.0,1.0,1.0,High,1
21419,74,91.0,1.0,1.0,High,1
21420,74,91.0,1.0,1.0,High,1
21472,74,78.0,1.0,1.0,High,1
21474,74,83.0,1.0,1.0,High,1
21481,74,90.0,1.0,1.0,High,1
21509,75,98.0,1.0,1.0,High,1
21515,75,100.0,1.0,1.0,High,1
21544,75,102.0,1.0,1.0,High,1
21569,75,102.0,1.0,1.0,High,1
21610,75,95.0,1.0,1.0,High,1
21616,75,102.0,1.0,1.0,High,1
21617,75,102.0,1.0,1.0,High,1
21649,75,75.0,1.0,1.0,High,1
21650,75,75.0,1.0,1.0,High,1
21651,75,80.0,1.0,1.0,High,1
21652,75,80.0,1.0,1.0,High,1
21662,75,74.0,1.0,1.0,High,1
21713,75,83.0,1.0,1.0,High,1
21731,76,77.0,1.0,1.0,High,1
21758,76,105.0,1.0,1.0,High,1
21791,76,87.0,1.0,1.0,High,1
21825,76,84.0,1.0,1.0,High,1
21854,76,76.0,1.0,1.0,High,1
21863,76,85.0,1.0,1.0,High,1
21876,76,85.0,1.0,1.0,High,1
21882,76,85.0,1.0,1.0,High,1
21883,76,85.0,1.0,1.0,High,1
21901,76,82.0,1.0,1.0,High,1
21902,76,82.0,1.0,1.0,High,1
21920,76,83.0,1.0,1.0,High,1
21948,76,85.0,1.0,1.0,High,1
21950,76,79.0,1.0,1.0,High,1
21951,76,79.0,1.0,1.0,High,1
21952,76,81.0,1.0,1.0,High,1
21953,76,81.0,1.0,1.0,High,1
21955,76,81.0,1.0,1.0,High,1
21985,76,78.0,1.0,1.0,High,1
22014,76,81.0,1.0,1.0,High,1
22020,76,78.0,1.0,1.0,High,1
22021,76,78.0,1.0,1.0,High,1
22060,76,95.0,1.0,1.0,High,1
22061,76,95.0,1.0,1.0,High,1
22081,76,82.0,1.0,1.0,High,1
22082,76,82.0,1.0,1.0,High,1
22146,76,120.0,1.0,1.0,High,1
22212,76,74.0,1.0,1.0,High,1
22253,76,63.0,1.0,1.0,High,1
22309,76,90.0,1.0,1.0,High,1
22331,76,89.0,1.0,1.0,High,1
22350,76,105.0,1.0,1.0,High,1
22390,76,81.0,1.0,1.0,High,1
22401,76,84.0,1.0,1.0,High,1
22532,76,96.0,1.0,1.0,High,1
22559,77,95.0,1.0,1.0,High,1
22568,77,90.0,1.0,1.0,High,1
22618,77,89.0,1.0,1.0,High,1
22624,77,71.0,1.0,1.0,High,1
22625,77,71.0,1.0,1.0,High,1
22666,77,95.0,1.0,1.0,High,1
22713,77,72.0,1.0,1.0,High,1
22714,77,72.0,1.0,1.0,High,1
22741,77,53.0,1.0,1.0,High,1
22749,77,76.0,1.0,1.0,High,1
22751,77,72.0,1.0,1.0,High,1
22752,77,72.0,1.0,1.0,High,1
22753,77,69.0,1.0,1.0,High,1
22754,77,69.0,1.0,1.0,High,1
22755,77,66.0,1.0,1.0,High,1
22756,77,66.0,1.0,1.0,High,1
22758,77,62.0,1.0,1.0,High,1
22760,77,67.0,1.0,1.0,High,1
22762,77,72.0,1.0,1.0,High,1
22764,77,71.0,1.0,1.0,High,1
22766,77,73.0,1.0,1.0,High,1
22768,77,69.0,1.0,1.0,High,1
22770,77,78.0,1.0,1.0,High,1
22772,77,75.0,1.0,1.0,High,1
22774,77,60.0,1.0,1.0,High,1
22776,77,65.0,1.0,1.0,High,1
22778,77,65.0,1.0,1.0,High,1
22780,77,59.0,1.0,1.0,High,1
22849,77,52.0,1.0,1.0,High,1
22872,77,53.0,1.0,1.0,High,1
22887,77,48.0,1.0,1.0,High,1
22904,77,88.0,1.0,1.0,High,1
22911,77,66.0,1.0,1.0,High,1
22928,77,95.0,1.0,1.0,High,1
22931,77,93.0,1.0,1.0,High,1
22934,77,91.0,1.0,1.0,High,1
22944,77,85.0,1.0,1.0,High,1
23020,77,59.0,1.0,1.0,High,1
23037,77,57.0,1.0,1.0,High,1
23065,77,65.0,1.0,1.0,High,1
23094,77,73.0,1.0,1.0,High,1
23114,77,77.0,1.0,1.0,High,1
23130,78,67.0,1.0,1.0,High,1
23144,78,64.0,1.0,1.0,High,1
23159,78,87.0,1.0,1.0,High,1
23160,78,87.0,1.0,1.0,High,1
23189,78,87.0,1.0,1.0,High,1
23215,78,72.0,1.0,1.0,High,1
23274,78,48.0,1.0,1.0,High,1
23287,78,50.0,1.0,1.0,High,1
23305,78,51.0,1.0,1.0,High,1
23331,78,55.0,1.0,1.0,High,1
23359,78,58.0,1.0,1.0,High,1
23360,78,58.0,1.0,1.0,High,1
23365,78,70.0,1.0,1.0,High,1
23374,78,70.0,1.0,1.0,High,1
23375,78,70.0,1.0,1.0,High,1
23478,78,77.0,1.0,1.0,High,1
23503,78,68.0,1.0,1.0,High,1
23528,78,86.0,1.0,1.0,High,1
23544,78,72.0,1.0,1.0,High,1
23581,78,67.0,1.0,1.0,High,1
23584,78,69.0,1.0,1.0,High,1
23587,78,63.0,1.0,1.0,High,1
23592,78,74.0,1.0,1.0,High,1
23608,78,66.0,1.0,1.0,High,1
23627,78,75.0,1.0,1.0,High,1
23653,79,90.0,1.0,1.0,High,1
23673,79,84.0,1.0,1.0,High,1
23674,79,84.0,1.0,1.0,High,1
23726,80,86.0,1.0,1.0,High,1
23757,80,101.0,1.0,1.0,High,1
23783,80,95.0,1.0,1.0,High,1
23828,80,82.0,1.0,1.0,High,1
23847,80,77.0,1.0,1.0,High,1
23861,80,76.0,1.0,1.0,High,1
23865,80,75.0,1.0,1.0,High,1
23875,80,77.0,1.0,1.0,High,1
23877,80,77.0,1.0,1.0,High,1
23902,81,57.0,1.0,1.0,High,1
23903,81,57.0,1.0,1.0,High,1
23915,81,62.0,1.0,1.0,High,1
23929,81,65.0,1.0,1.0,High,1
23944,81,75.0,1.0,1.0,High,1
23946,81,74.0,1.0,1.0,High,1
23948,81,91.0,1.0,1.0,High,1
23978,81,78.0,1.0,1.0,High,1
24011,82,75.0,1.0,1.0,High,1
24049,82,85.0,1.0,1.0,High,1
24080,82,80.0,1.0,1.0,High,1
24094,83,88.0,1.0,1.0,High,1
24145,83,70.0,1.0,1.0,High,1
24150,83,55.0,1.0,1.0,High,1
24175,83,54.0,1.0,1.0,High,1
24199,83,97.0,1.0,1.0,High,1
24200,83,97.0,1.0,1.0,High,1
24220,84,75.0,1.0,1.0,High,1
24253,84,74.0,1.0,1.0,High,1
24273,84,71.0,1.0,1.0,High,1
24274,84,71.0,1.0,1.0,High,1
24288,84,70.0,1.0,1.0,High,1
24318,84,68.0,1.0,1.0,High,1
24345,84,79.0,1.0,1.0,High,1
24346,84,79.0,1.0,1.0,High,1
24350,84,82.0,1.0,1.0,High,1
24352,84,87.0,1.0,1.0,High,1
24353,84,87.0,1.0,1.0,High,1
24404,84,76.0,1.0,1.0,High,1
24415,84,81.0,1.0,1.0,High,1
24424,84,67.0,1.0,1.0,High,1
24426,84,72.0,1.0,1.0,High,1
24441,84,64.0,1.0,1.0,High,1
24500,84,67.0,1.0,1.0,High,1
24502,84,63.0,1.0,1.0,High,1
24517,84,70.0,1.0,1.0,High,1
24519,84,73.0,1.0,1.0,High,1
24542,84,81.0,1.0,1.0,High,1
24573,84,77.0,1.0,1.0,High,1
24574,84,77.0,1.0,1.0,High,1
24575,84,83.0,1.0,1.0,High,1
24576,84,83.0,1.0,1.0,High,1
24624,84,99.0,1.0,1.0,High,1
24653,84,75.0,1.0,1.0,High,1
24667,84,61.0,1.0,1.0,High,1
24673,84,102.0,1.0,1.0,High,1
24687,84,95.0,1.0,1.0,High,1
24739,84,86.0,1.0,1.0,High,1
24748,84,95.0,1.0,1.0,High,1
24774,84,96.0,1.0,1.0,High,1
24775,84,96.0,1.0,1.0,High,1
24842,84,81.0,1.0,1.0,High,1
24884,86,57.0,1.0,1.0,High,1
24905,86,72.0,1.0,1.0,High,1
24913,86,63.0,1.0,1.0,High,1
24924,86,49.0,1.0,1.0,High,1
24926,86,38.0,1.0,1.0,High,1
24927,86,38.0,1.0,1.0,High,1
24946,86,64.0,1.0,1.0,High,1
24976,86,62.0,1.0,1.0,High,1
25001,86,54.0,1.0,1.0,High,1
25002,86,54.0,1.0,1.0,High,1
25014,86,72.0,1.0,1.0,High,1
25046,86,49.0,1.0,1.0,High,1
25059,86,70.0,1.0,1.0,High,1
25084,86,42.0,1.0,1.0,High,1
25125,87,78.0,1.0,1.0,High,1
25135,87,51.0,1.0,1.0,High,1
25217,88,76.0,1.0,1.0,High,1
25240,88,76.0,1.0,1.0,High,1
25266,88,76.0,1.0,1.0,High,1
25314,88,96.0,1.0,1.0,High,1
25337,88,113.0,1.0,1.0,High,1
25371,88,90.0,1.0,1.0,High,1
25372,88,90.0,1.0,1.0,High,1
25394,88,112.0,1.0,1.0,High,1
25400,88,92.0,1.0,1.0,High,1
25401,88,92.0,1.0,1.0,High,1
25411,88,115.0,1.0,1.0,High,1
25428,88,101.0,1.0,1.0,High,1
25447,88,81.0,1.0,1.0,High,1
25449,88,79.0,1.0,1.0,High,1
25472,88,91.0,1.0,1.0,High,1
25474,88,89.0,1.0,1.0,High,1
25494,88,88.0,1.0,1.0,High,1
25505,88,81.0,1.0,1.0,High,1
25511,88,81.0,1.0,1.0,High,1
25512,88,81.0,1.0,1.0,High,1
25535,88,93.0,1.0,1.0,High,1
25543,88,97.0,1.0,1.0,High,1
25634,88,101.0,1.0,1.0,High,1
25668,88,101.0,1.0,1.0,High,1
25718,90,83.0,1.0,1.0,High,1
25782,90,84.0,1.0,1.0,High,1
25792,90,86.0,1.0,1.0,High,1
25831,90,50.0,1.0,1.0,High,1
25884,90,60.0,1.0,1.0,High,1
25885,90,60.0,1.0,1.0,High,1
25896,90,69.0,1.0,1.0,High,1
25916,90,61.0,1.0,1.0,High,1
25938,90,86.0,1.0,1.0,High,1
25964,90,62.0,1.0,1.0,High,1
25977,90,80.0,1.0,1.0,High,1
25980,90,88.0,1.0,1.0,High,1
25987,90,85.0,1.0,1.0,High,1
26011,90,105.0,1.0,1.0,High,1
26037,90,93.0,1.0,1.0,High,1
26069,90,87.0,1.0,1.0,High,1
26143,92,82.0,1.0,1.0,High,1
26146,92,79.0,1.0,1.0,High,1
26168,92,78.0,1.0,1.0,High,1
26187,92,80.0,1.0,1.0,High,1
26190,92,70.0,1.0,1.0,High,1
26191,92,70.0,1.0,1.0,High,1
26236,92,81.0,1.0,1.0,High,1
26237,92,81.0,1.0,1.0,High,1
26331,92,87.0,1.0,1.0,High,1
26332,92,87.0,1.0,1.0,High,1
26367,92,89.0,1.0,1.0,High,1
26378,92,81.0,1.0,1.0,High,1
26391,92,91.0,1.0,1.0,High,1
26398,92,100.0,1.0,1.0,High,1
26409,92,82.0,1.0,1.0,High,1
26436,92,100.0,1.0,1.0,High,1
26487,92,73.0,1.0,1.0,High,1
26521,92,78.0,1.0,1.0,High,1
26543,92,59.0,1.0,1.0,High,1
26574,92,84.0,1.0,1.0,High,1
26607,92,70.0,1.0,1.0,High,1
26623,92,70.0,1.0,1.0,High,1
26630,92,103.0,1.0,1.0,High,1
26653,92,78.0,1.0,1.0,High,1
26668,92,96.0,1.0,1.0,High,1
26669,92,96.0,1.0,1.0,High,1
26672,92,96.0,1.0,1.0,High,1
26673,92,96.0,1.0,1.0,High,1
26688,92,83.0,1.0,1.0,High,1
26689,92,83.0,1.0,1.0,High,1
26694,92,91.0,1.0,1.0,High,1
26705,92,97.0,1.0,1.0,High,1
26718,92,99.0,1.0,1.0,High,1
26738,92,94.0,1.0,1.0,High,1
26739,92,94.0,1.0,1.0,High,1
26747,92,97.0,1.0,1.0,High,1
26805,92,105.0,1.0,1.0,High,1
26809,92,94.0,1.0,1.0,High,1
26810,92,94.0,1.0,1.0,High,1
26815,92,96.0,1.0,1.0,High,1
26884,93,64.0,1.0,1.0,High,1
26885,93,64.0,1.0,1.0,High,1
26900,93,75.0,1.0,1.0,High,1
26915,93,83.0,1.0,1.0,High,1
26934,93,74.0,1.0,1.0,High,1
26964,93,92.0,1.0,1.0,High,1
26990,93,72.0,1.0,1.0,High,1
26992,93,81.0,1.0,1.0,High,1
27002,93,76.0,1.0,1.0,High,1
27008,93,75.0,1.0,1.0,High,1
27043,93,71.0,1.0,1.0,High,1
27069,93,74.0,1.0,1.0,High,1
27082,93,67.0,1.0,1.0,High,1
27083,93,67.0,1.0,1.0,High,1
27096,93,76.0,1.0,1.0,High,1
27112,93,82.0,1.0,1.0,High,1
27113,93,82.0,1.0,1.0,High,1
27174,93,75.0,1.0,1.0,High,1
27181,93,70.0,1.0,1.0,High,1
27195,93,60.0,1.0,1.0,High,1
27230,93,63.0,1.0,1.0,High,1
27247,93,71.0,1.0,1.0,High,1
27279,94,77.0,1.0,1.0,High,1
27349,94,77.0,1.0,1.0,High,1
27388,94,84.0,1.0,1.0,High,1
27413,94,77.0,1.0,1.0,High,1
27414,94,77.0,1.0,1.0,High,1
27421,94,68.0,1.0,1.0,High,1
27437,94,70.0,1.0,1.0,High,1
27469,94,76.0,1.0,1.0,High,1
27470,94,76.0,1.0,1.0,High,1
27478,94,73.0,1.0,1.0,High,1
27479,94,73.0,1.0,1.0,High,1
27481,94,75.0,1.0,1.0,High,1
27482,94,75.0,1.0,1.0,High,1
27530,94,76.0,1.0,1.0,High,1
27622,95,75.0,1.0,1.0,High,1
27624,95,83.0,1.0,1.0,High,1
27626,95,90.0,1.0,1.0,High,1
27641,95,93.0,1.0,1.0,High,1
27656,95,96.0,1.0,1.0,High,1
27677,95,83.0,1.0,1.0,High,1
27752,95,69.0,1.0,1.0,High,1
27834,95,56.0,1.0,1.0,High,1
27848,96,67.0,1.0,1.0,High,1
27878,96,70.0,1.0,1.0,High,1
27894,97,84.0,1.0,1.0,High,1
27910,97,72.0,1.0,1.0,High,1
27920,97,94.0,1.0,1.0,High,1
27926,97,85.0,1.0,1.0,High,1
28015,98,87.0,1.0,1.0,High,1
28034,98,98.0,1.0,1.0,High,1
28070,98,126.0,1.0,1.0,High,1
28099,98,92.0,1.0,1.0,High,1
28108,98,91.0,1.0,1.0,High,1
28142,99,48.0,1.0,1.0,High,1
28200,100,54.0,1.0,1.0,High,1
28213,100,51.0,1.0,1.0,High,1
28237,100,62.0,1.0,1.0,High,1
28251,100,66.0,1.0,1.0,High,1
28291,100,50.0,1.0,1.0,High,1
28292,100,50.0,1.0,1.0,High,1
28298,100,35.0,1.0,1.0,High,1
28349,100,67.0,1.0,1.0,High,1
28367,100,60.0,1.0,1.0,High,1
28375,100,52.0,1.0,1.0,High,1
28382,100,62.0,1.0,1.0,High,1
28430,100,59.0,1.0,1.0,High,1
28440,100,66.0,1.0,1.0,High,1
28441,100,66.0,1.0,1.0,High,1
28445,100,55.0,1.0,1.0,High,1
28473,100,59.0,1.0,1.0,High,1
28485,100,58.0,1.0,1.0,High,1
28490,100,66.0,1.0,1.0,High,1
28494,100,64.0,1.0,1.0,High,1
28495,100,64.0,1.0,1.0,High,1
28519,100,63.0,1.0,1.0,High,1
28563,100,63.0,1.0,1.0,High,1
28669,100,47.0,1.0,1.0,High,1
28719,100,45.0,1.0,1.0,High,1
28727,100,49.0,1.0,1.0,High,1
28734,100,33.0,1.0,1.0,High,1
28770,101,56.0,1.0,1.0,High,1
28783,101,64.0,1.0,1.0,High,1
28784,101,64.0,1.0,1.0,High,1
28788,101,48.0,1.0,1.0,High,1
28819,101,76.0,1.0,1.0,High,1
28834,101,58.0,1.0,1.0,High,1
28847,101,76.0,1.0,1.0,High,1
28863,101,73.0,1.0,1.0,High,1
28869,101,72.0,1.0,1.0,High,1
28899,101,72.0,1.0,1.0,High,1
28932,101,75.0,1.0,1.0,High,1
28936,101,72.0,1.0,1.0,High,1
28963,101,77.0,1.0,1.0,High,1
28964,101,77.0,1.0,1.0,High,1
28991,101,81.0,1.0,1.0,High,1
28993,101,80.0,1.0,1.0,High,1
28995,101,80.0,1.0,1.0,High,1
29006,101,89.0,1.0,1.0,High,1
29031,101,73.0,1.0,1.0,High,1
29055,101,96.0,1.0,1.0,High,1
29056,101,96.0,1.0,1.0,High,1
29064,101,82.0,1.0,1.0,High,1
29103,101,71.0,1.0,1.0,High,1
29114,101,76.0,1.0,1.0,High,1
29134,101,61.0,1.0,1.0,High,1
29160,101,48.0,1.0,1.0,High,1
29167,101,52.0,1.0,1.0,High,1
29185,101,62.0,1.0,1.0,High,1
29216,101,59.0,1.0,1.0,High,1
29228,101,58.0,1.0,1.0,High,1
29229,101,58.0,1.0,1.0,High,1
29240,101,65.0,1.0,1.0,High,1
29247,101,74.0,1.0,1.0,High,1
29272,101,63.0,1.0,1.0,High,1
29273,101,63.0,1.0,1.0,High,1
29277,101,63.0,1.0,1.0,High,1
29295,102,49.0,1.0,1.0,High,1
29305,102,52.0,1.0,1.0,High,1
29307,102,51.0,1.0,1.0,High,1
29316,102,48.0,1.0,1.0,High,1
29333,102,57.0,1.0,1.0,High,1
29363,102,47.0,1.0,1.0,High,1
29372,102,59.0,1.0,1.0,High,1
29413,102,61.0,1.0,1.0,High,1
29444,102,73.0,1.0,1.0,High,1
29445,102,73.0,1.0,1.0,High,1
29491,102,73.0,1.0,1.0,High,1
29507,102,68.0,1.0,1.0,High,1
29539,102,79.0,1.0,1.0,High,1
29567,102,73.0,1.0,1.0,High,1
29577,102,72.0,1.0,1.0,High,1
29603,102,76.0,1.0,1.0,High,1
29604,102,76.0,1.0,1.0,High,1
29626,102,51.0,1.0,1.0,High,1
29627,102,51.0,1.0,1.0,High,1
29645,102,65.0,1.0,1.0,High,1
29658,102,73.0,1.0,1.0,High,1
29667,102,60.0,1.0,1.0,High,1
29688,102,60.0,1.0,1.0,High,1
29715,102,60.0,1.0,1.0,High,1
29756,102,57.0,1.0,1.0,High,1
29758,102,53.0,1.0,1.0,High,1
29760,102,55.0,1.0,1.0,High,1
29762,102,50.0,1.0,1.0,High,1
29771,102,48.0,1.0,1.0,High,1
29818,102,56.0,1.0,1.0,High,1
29819,102,56.0,1.0,1.0,High,1
29828,102,57.0,1.0,1.0,High,1
29844,103,107.0,1.0,1.0,High,1
29868,103,103.0,1.0,1.0,High,1
29880,103,97.0,1.0,1.0,High,1
29881,103,97.0,1.0,1.0,High,1
29887,103,126.0,1.0,1.0,High,1
29920,103,82.0,1.0,1.0,High,1
29926,103,74.0,1.0,1.0,High,1
30000,103,91.0,1.0,1.0,High,1
30001,103,91.0,1.0,1.0,High,1
30004,103,93.0,1.0,1.0,High,1
30018,103,100.0,1.0,1.0,High,1
30033,103,114.0,1.0,1.0,High,1
30035,103,108.0,1.0,1.0,High,1
30044,103,109.0,1.0,1.0,High,1
30062,103,104.0,1.0,1.0,High,1
30074,103,108.0,1.0,1.0,High,1
