segment_id,line_idx,mean_ndvi,vegetation_fraction,predicted_risk_probability,predicted_priority,pixels_sampled
44096,147,72.0,1.0,1.0,High,1
44103,147,72.0,1.0,1.0,High,1
44127,147,52.0,1.0,1.0,High,1
44146,147,48.0,1.0,1.0,High,1
44203,148,43.0,1.0,1.0,High,1
44205,148,43.0,1.0,1.0,High,1
44206,148,43.0,1.0,1.0,High,1
44319,149,71.0,1.0,1.0,High,1
44329,149,71.0,1.0,1.0,High,1
44338,149,77.0,1.0,1.0,High,1
44339,149,77.0,1.0,1.0,High,1
44345,149,75.0,1.0,1.0,High,1
44363,149,75.0,1.0,1.0,High,1
44370,149,76.0,1.0,1.0,High,1
44373,149,73.0,1.0,1.0,High,1
44388,149,72.0,1.0,1.0,High,1
44400,149,82.0,1.0,1.0,High,1
44405,149,80.0,1.0,1.0,High,1
44436,149,75.0,1.0,1.0,High,1
44498,150,42.0,1.0,1.0,High,1
44602,151,71.0,1.0,1.0,High,1
44612,151,71.0,1.0,1.0,High,1
44621,151,77.0,1.0,1.0,High,1
44622,151,77.0,1.0,1.0,High,1
44628,151,75.0,1.0,1.0,High,1
44646,151,75.0,1.0,1.0,High,1
44653,151,76.0,1.0,1.0,High,1
44656,151,73.0,1.0,1.0,High,1
44671,151,72.0,1.0,1.0,High,1
44683,151,82.0,1.0,1.0,High,1
44688,151,80.0,1.0,1.0,High,1
44691,151,80.0,1.0,1.0,High,1
44717,152,93.0,1.0,1.0,High,1
44730,152,103.0,1.0,1.0,High,1
44761,152,88.0,1.0,1.0,High,1
44764,152,83.0,1.0,1.0,High,1
44770,152,91.0,1.0,1.0,High,1
44773,152,106.0,1.0,1.0,High,1
44774,152,106.0,1.0,1.0,High,1
44776,152,85.0,1.0,1.0,High,1
44777,152,85.0,1.0,1.0,High,1
44790,152,83.0,1.0,1.0,High,1
44791,152,83.0,1.0,1.0,High,1
44802,152,89.0,1.0,1.0,High,1
44809,152,87.0,1.0,1.0,High,1
44850,152,124.0,1.0,1.0,High,1
44864,152,101.0,1.0,1.0,High,1
44867,152,106.0,1.0,1.0,High,1
44890,152,90.0,1.0,1.0,High,1
44893,152,85.0,1.0,1.0,High,1
44906,152,103.0,1.0,1.0,High,1
44914,152,99.0,1.0,1.0,High,1
44951,153,98.0,1.0,1.0,High,1
44970,153,90.0,1.0,1.0,High,1
45037,153,79.0,1.0,1.0,High,1
45046,154,75.0,1.0,1.0,High,1
45047,154,75.0,1.0,1.0,High,1
45068,154,70.0,1.0,1.0,High,1
45078,154,75.0,1.0,1.0,High,1
45079,154,75.0,1.0,1.0,High,1
45107,154,64.0,1.0,1.0,High,1
45164,154,82.0,1.0,1.0,High,1
45177,154,86.0,1.0,1.0,High,1
45199,154,51.0,1.0,1.0,High,1
45285,155,107.0,1.0,1.0,High,1
45296,155,116.0,1.0,1.0,High,1
45370,156,75.0,1.0,1.0,High,1
45394,156,98.0,1.0,1.0,High,1
45435,156,87.0,1.0,1.0,High,1
45460,156,97.0,1.0,1.0,High,1
45461,156,97.0,1.0,1.0,High,1
45489,157,93.0,1.0,1.0,High,1
45542,157,89.0,1.0,1.0,High,1
45559,157,85.0,1.0,1.0,High,1
45561,157,85.0,1.0,1.0,High,1
45576,158,84.0,1.0,1.0,High,1
45647,158,89.0,1.0,1.0,High,1
45664,158,91.0,1.0,1.0,High,1
45665,158,91.0,1.0,1.0,High,1
45680,158,107.0,1.0,1.0,High,1
45700,158,73.0,1.0,1.0,High,1
45743,158,57.0,1.0,1.0,High,1
45757,158,59.0,1.0,1.0,High,1
45758,158,59.0,1.0,1.0,High,1
45823,158,56.0,1.0,1.0,High,1
45825,158,61.0,1.0,1.0,High,1
45827,158,57.0,1.0,1.0,High,1
45890,159,80.0,1.0,1.0,High,1
45895,159,83.0,1.0,1.0,High,1
45978,159,76.0,1.0,1.0,High,1
45982,159,70.0,1.0,1.0,High,1
45984,159,84.0,1.0,1.0,High,1
46026,159,83.0,1.0,1.0,High,1
46045,159,74.0,1.0,1.0,High,1
46074,160,133.0,1.0,1.0,High,1
46076,160,136.0,1.0,1.0,High,1
46106,160,143.0,1.0,1.0,High,1
46139,160,131.0,1.0,1.0,High,1
46170,161,73.0,1.0,1.0,High,1
46171,161,73.0,1.0,1.0,High,1
46199,161,76.0,1.0,1.0,High,1
46204,161,67.0,1.0,1.0,High,1
46242,161,64.0,1.0,1.0,High,1
46262,161,65.0,1.0,1.0,High,1
46265,161,69.0,1.0,1.0,High,1
46323,161,60.0,1.0,1.0,High,1
46333,161,56.0,1.0,1.0,High,1
46334,161,56.0,1.0,1.0,High,1
46340,161,62.0,1.0,1.0,High,1
46386,161,61.0,1.0,1.0,High,1
46395,161,64.0,1.0,1.0,High,1
46434,163,55.0,1.0,1.0,High,1
46464,163,49.0,1.0,1.0,High,1
46473,163,46.0,1.0,1.0,High,1
46474,163,46.0,1.0,1.0,High,1
46485,163,50.0,1.0,1.0,High,1
46492,163,46.0,1.0,1.0,High,1
46497,163,46.0,1.0,1.0,High,1
46556,163,47.0,1.0,1.0,High,1
46557,163,47.0,1.0,1.0,High,1
46582,163,53.0,1.0,1.0,High,1
46613,163,48.0,1.0,1.0,High,1
46629,163,53.0,1.0,1.0,High,1
46640,163,54.0,1.0,1.0,High,1
46645,163,51.0,1.0,1.0,High,1
46660,163,52.0,1.0,1.0,High,1
46664,163,51.0,1.0,1.0,High,1
46665,163,51.0,1.0,1.0,High,1
46738,163,74.0,1.0,1.0,High,1
46764,163,68.0,1.0,1.0,High,1
46765,163,68.0,1.0,1.0,High,1
46771,163,67.0,1.0,1.0,High,1
46773,163,68.0,1.0,1.0,High,1
46775,163,67.0,1.0,1.0,High,1
46786,163,78.0,1.0,1.0,High,1
46788,163,75.0,1.0,1.0,High,1
46804,163,76.0,1.0,1.0,High,1
46844,163,63.0,1.0,1.0,High,1
46845,163,63.0,1.0,1.0,High,1
46861,163,70.0,1.0,1.0,High,1
46867,163,69.0,1.0,1.0,High,1
46868,163,69.0,1.0,1.0,High,1
46875,163,71.0,1.0,1.0,High,1
46926,163,73.0,1.0,1.0,High,1
46927,163,73.0,1.0,1.0,High,1
46929,163,80.0,1.0,1.0,High,1
46952,164,97.0,1.0,1.0,High,1
46975,164,91.0,1.0,1.0,High,1
46985,164,92.0,1.0,1.0,High,1
46986,164,92.0,1.0,1.0,High,1
47007,164,102.0,1.0,1.0,High,1
47008,164,102.0,1.0,1.0,High,1
47063,164,96.0,1.0,1.0,High,1
47071,164,88.0,1.0,1.0,High,1
47129,164,95.0,1.0,1.0,High,1
47176,164,113.0,1.0,1.0,High,1
47179,164,110.0,1.0,1.0,High,1
47184,164,103.0,1.0,1.0,High,1
47190,164,108.0,1.0,1.0,High,1
47191,164,108.0,1.0,1.0,High,1
47276,164,98.0,1.0,1.0,High,1
47298,164,97.0,1.0,1.0,High,1
47312,164,95.0,1.0,1.0,High,1
47317,164,82.0,1.0,1.0,High,1
47351,164,107.0,1.0,1.0,High,1
47353,164,101.0,1.0,1.0,High,1
47362,164,81.0,1.0,1.0,High,1
47390,164,90.0,1.0,1.0,High,1
47403,165,50.0,1.0,1.0,High,1
47417,165,46.0,1.0,1.0,High,1
47434,165,52.0,1.0,1.0,High,1
47457,165,49.0,1.0,1.0,High,1
47501,165,42.0,1.0,1.0,High,1
47560,165,52.0,1.0,1.0,High,1
47568,165,49.0,1.0,1.0,High,1
47576,165,42.0,1.0,1.0,High,1
47626,165,43.0,1.0,1.0,High,1
47646,165,39.0,1.0,1.0,High,1
47659,165,42.0,1.0,1.0,High,1
47779,166,74.0,1.0,1.0,High,1
47794,166,80.0,1.0,1.0,High,1
47795,166,80.0,1.0,1.0,High,1
47884,166,85.0,1.0,1.0,High,1
47890,166,89.0,1.0,1.0,High,1
47900,166,85.0,1.0,1.0,High,1
47901,166,85.0,1.0,1.0,High,1
47927,166,80.0,1.0,1.0,High,1
47928,166,80.0,1.0,1.0,High,1
47943,166,67.0,1.0,1.0,High,1
47978,166,84.0,1.0,1.0,High,1
48034,166,97.0,1.0,1.0,High,1
48170,171,63.0,1.0,1.0,High,1
48186,171,61.0,1.0,1.0,High,1
48187,171,61.0,1.0,1.0,High,1
48209,172,64.0,1.0,1.0,High,1
48234,172,62.0,1.0,1.0,High,1
48283,173,89.0,1.0,1.0,High,1
48286,173,93.0,1.0,1.0,High,1
48300,173,92.0,1.0,1.0,High,1
48329,173,99.0,1.0,1.0,High,1
48330,173,99.0,1.0,1.0,High,1
48353,173,102.0,1.0,1.0,High,1
48361,173,113.0,1.0,1.0,High,1
48362,173,113.0,1.0,1.0,High,1
48379,173,66.0,1.0,1.0,High,1
48401,173,127.0,1.0,1.0,High,1
48415,173,96.0,1.0,1.0,High,1
48442,173,81.0,1.0,1.0,High,1
48445,173,86.0,1.0,1.0,High,1
48557,173,70.0,1.0,1.0,High,1
48617,173,82.0,1.0,1.0,High,1
48664,173,85.0,1.0,1.0,High,1
48688,173,72.0,1.0,1.0,High,1
48698,173,54.0,1.0,1.0,High,1
48699,173,54.0,1.0,1.0,High,1
48701,173,32.0,1.0,1.0,High,1
48709,173,64.0,1.0,1.0,High,1
48712,173,62.0,1.0,1.0,High,1
48767,173,86.0,1.0,1.0,High,1
48813,173,55.0,1.0,1.0,High,1
48865,173,60.0,1.0,1.0,High,1
48905,173,53.0,1.0,1.0,High,1
48907,173,34.0,1.0,1.0,High,1
48922,174,40.0,1.0,1.0,High,1
48923,174,40.0,1.0,1.0,High,1
48963,174,54.0,1.0,1.0,High,1
49046,174,33.0,1.0,1.0,High,1
49117,174,83.0,1.0,1.0,High,1
49118,174,83.0,1.0,1.0,High,1
49129,175,48.0,1.0,1.0,High,1
49165,175,40.0,1.0,1.0,High,1
49182,176,70.0,1.0,1.0,High,1
49183,176,70.0,1.0,1.0,High,1
49209,176,74.0,1.0,1.0,High,1
49210,176,74.0,1.0,1.0,High,1
49224,176,75.0,1.0,1.0,High,1
49225,176,75.0,1.0,1.0,High,1
49231,176,76.0,1.0,1.0,High,1
49232,176,76.0,1.0,1.0,High,1
49239,176,76.0,1.0,1.0,High,1
49278,176,78.0,1.0,1.0,High,1
49292,176,70.0,1.0,1.0,High,1
49299,176,77.0,1.0,1.0,High,1
49326,176,70.0,1.0,1.0,High,1
49349,176,72.0,1.0,1.0,High,1
49394,176,82.0,1.0,1.0,High,1
49396,176,81.0,1.0,1.0,High,1
49398,176,78.0,1.0,1.0,High,1
49527,176,103.0,1.0,1.0,High,1
49585,176,82.0,1.0,1.0,High,1
49607,176,89.0,1.0,1.0,High,1
49628,176,103.0,1.0,1.0,High,1
49629,176,103.0,1.0,1.0,High,1
49647,176,92.0,1.0,1.0,High,1
49649,176,107.0,1.0,1.0,High,1
49652,176,96.0,1.0,1.0,High,1
49684,176,110.0,1.0,1.0,High,1
49700,176,74.0,1.0,1.0,High,1
49719,176,79.0,1.0,1.0,High,1
49789,176,84.0,1.0,1.0,High,1
49846,177,54.0,1.0,1.0,High,1
49853,177,60.0,1.0,1.0,High,1
49863,177,46.0,1.0,1.0,High,1
49896,177,45.0,1.0,1.0,High,1
49906,177,46.0,1.0,1.0,High,1
49912,177,43.0,1.0,1.0,High,1
49938,178,58.0,1.0,1.0,High,1
49959,178,54.0,1.0,1.0,High,1
49964,178,58.0,1.0,1.0,High,1
49966,178,59.0,1.0,1.0,High,1
49980,178,58.0,1.0,1.0,High,1
49993,178,57.0,1.0,1.0,High,1
50001,178,61.0,1.0,1.0,High,1
50021,178,55.0,1.0,1.0,High,1
50077,178,48.0,1.0,1.0,High,1
50122,178,45.0,1.0,1.0,High,1
50138,178,51.0,1.0,1.0,High,1
50157,178,46.0,1.0,1.0,High,1
50158,178,46.0,1.0,1.0,High,1
50174,178,55.0,1.0,1.0,High,1
50213,178,62.0,1.0,1.0,High,1
50214,178,62.0,1.0,1.0,High,1
50244,178,58.0,1.0,1.0,High,1
50245,178,58.0,1.0,1.0,High,1
50298,178,64.0,1.0,1.0,High,1
50299,178,64.0,1.0,1.0,High,1
50312,178,67.0,1.0,1.0,High,1
50324,178,71.0,1.0,1.0,High,1
50339,178,73.0,1.0,1.0,High,1
50377,178,68.0,1.0,1.0,High,1
50400,178,73.0,1.0,1.0,High,1
50402,178,78.0,1.0,1.0,High,1
50407,178,80.0,1.0,1.0,High,1
50431,178,73.0,1.0,1.0,High,1
50485,179,98.0,1.0,1.0,High,1
50536,179,84.0,1.0,1.0,High,1
50537,179,84.0,1.0,1.0,High,1
50542,179,4.0,1.0,1.0,High,1
50590,179,51.0,1.0,1.0,High,1
50603,179,101.0,1.0,1.0,High,1
50612,179,64.0,1.0,1.0,High,1
50615,179,68.0,1.0,1.0,High,1
50634,179,70.0,1.0,1.0,High,1
50657,179,93.0,1.0,1.0,High,1
50668,179,91.0,1.0,1.0,High,1
50692,179,97.0,1.0,1.0,High,1
50720,179,73.0,1.0,1.0,High,1
50740,179,94.0,1.0,1.0,High,1
50741,179,94.0,1.0,1.0,High,1
50745,179,101.0,1.0,1.0,High,1
50896,180,110.0,1.0,1.0,High,1
50914,181,42.0,1.0,1.0,High,1
50924,181,42.0,1.0,1.0,High,1
50937,181,48.0,1.0,1.0,High,1
50960,181,50.0,1.0,1.0,High,1
51009,182,55.0,1.0,1.0,High,1
51056,182,45.0,1.0,1.0,High,1
51079,182,40.0,1.0,1.0,High,1
51099,182,43.0,1.0,1.0,High,1
51101,182,43.0,1.0,1.0,High,1
51103,182,44.0,1.0,1.0,High,1
51112,182,46.0,1.0,1.0,High,1
51160,182,47.0,1.0,1.0,High,1
51179,182,50.0,1.0,1.0,High,1
51201,182,48.0,1.0,1.0,High,1
51216,182,48.0,1.0,1.0,High,1
51226,182,44.0,1.0,1.0,High,1
51241,182,42.0,1.0,1.0,High,1
51307,182,49.0,1.0,1.0,High,1
51356,182,49.0,1.0,1.0,High,1
51383,182,56.0,1.0,1.0,High,1
51407,182,57.0,1.0,1.0,High,1
51434,182,51.0,1.0,1.0,High,1
51469,182,50.0,1.0,1.0,High,1
51470,182,50.0,1.0,1.0,High,1
51478,182,49.0,1.0,1.0,High,1
51487,182,57.0,1.0,1.0,High,1
51516,182,54.0,1.0,1.0,High,1
51522,182,52.0,1.0,1.0,High,1
51613,183,76.0,1.0,1.0,High,1
51657,183,66.0,1.0,1.0,High,1
51662,183,62.0,1.0,1.0,High,1
51670,183,61.0,1.0,1.0,High,1
51672,183,58.0,1.0,1.0,High,1
51706,184,52.0,1.0,1.0,High,1
51727,184,50.0,1.0,1.0,High,1
51728,184,50.0,1.0,1.0,High,1
51760,184,83.0,1.0,1.0,High,1
51765,184,78.0,1.0,1.0,High,1
51766,184,78.0,1.0,1.0,High,1
51794,184,85.0,1.0,1.0,High,1
51883,184,77.0,1.0,1.0,High,1
51900,184,86.0,1.0,1.0,High,1
51947,184,77.0,1.0,1.0,High,1
51959,184,52.0,1.0,1.0,High,1
51971,184,57.0,1.0,1.0,High,1
51984,184,48.0,1.0,1.0,High,1
51996,184,50.0,1.0,1.0,High,1
52022,184,49.0,1.0,1.0,High,1
52057,185,46.0,1.0,1.0,High,1
52065,185,48.0,1.0,1.0,High,1
52066,185,48.0,1.0,1.0,High,1
52074,185,57.0,1.0,1.0,High,1
52083,185,51.0,1.0,1.0,High,1
52098,185,51.0,1.0,1.0,High,1
52132,185,37.0,1.0,1.0,High,1
52143,185,41.0,1.0,1.0,High,1
52170,185,42.0,1.0,1.0,High,1
52193,185,45.0,1.0,1.0,High,1
52194,185,45.0,1.0,1.0,High,1
52266,185,52.0,1.0,1.0,High,1
52316,185,46.0,1.0,1.0,High,1
52352,185,53.0,1.0,1.0,High,1
52354,185,51.0,1.0,1.0,High,1
52356,185,51.0,1.0,1.0,High,1
52408,185,55.0,1.0,1.0,High,1
52422,185,54.0,1.0,1.0,High,1
52435,185,58.0,1.0,1.0,High,1
52436,185,58.0,1.0,1.0,High,1
52450,185,54.0,1.0,1.0,High,1
52488,185,51.0,1.0,1.0,High,1
52511,185,56.0,1.0,1.0,High,1
52519,185,57.0,1.0,1.0,High,1
52520,185,57.0,1.0,1.0,High,1
52528,185,55.0,1.0,1.0,High,1
52577,185,53.0,1.0,1.0,High,1
52609,186,56.0,1.0,1.0,High,1
52651,186,67.0,1.0,1.0,High,1
52652,186,67.0,1.0,1.0,High,1
52676,186,87.0,1.0,1.0,High,1
52701,186,71.0,1.0,1.0,High,1
52711,186,81.0,1.0,1.0,High,1
52719,186,73.0,1.0,1.0,High,1
52722,186,82.0,1.0,1.0,High,1
52765,186,71.0,1.0,1.0,High,1
52815,187,55.0,1.0,1.0,High,1
52830,187,55.0,1.0,1.0,High,1
52905,187,87.0,1.0,1.0,High,1
52914,187,79.0,1.0,1.0,High,1
52974,187,85.0,1.0,1.0,High,1
52979,187,86.0,1.0,1.0,High,1
52981,187,80.0,1.0,1.0,High,1
52983,187,81.0,1.0,1.0,High,1
53014,187,65.0,1.0,1.0,High,1
53059,187,63.0,1.0,1.0,High,1
53087,187,60.0,1.0,1.0,High,1
53099,187,67.0,1.0,1.0,High,1
53101,187,63.0,1.0,1.0,High,1
53144,188,54.0,1.0,1.0,High,1
53151,188,51.0,1.0,1.0,High,1
53182,188,50.0,1.0,1.0,High,1
53219,189,55.0,1.0,1.0,High,1
53267,189,52.0,1.0,1.0,High,1
53280,190,55.0,1.0,1.0,High,1
53281,190,55.0,1.0,1.0,High,1
53313,190,48.0,1.0,1.0,High,1
53314,190,48.0,1.0,1.0,High,1
53333,190,51.0,1.0,1.0,High,1
53403,191,76.0,1.0,1.0,High,1
53451,191,90.0,1.0,1.0,High,1
53483,191,77.0,1.0,1.0,High,1
53484,191,77.0,1.0,1.0,High,1
53524,191,111.0,1.0,1.0,High,1
53531,191,111.0,1.0,1.0,High,1
53536,191,109.0,1.0,1.0,High,1
53594,191,107.0,1.0,1.0,High,1
53596,191,101.0,1.0,1.0,High,1
53597,191,101.0,1.0,1.0,High,1
53621,191,92.0,1.0,1.0,High,1
53622,191,92.0,1.0,1.0,High,1
53634,191,86.0,1.0,1.0,High,1
53648,191,100.0,1.0,1.0,High,1
53649,191,100.0,1.0,1.0,High,1
53661,191,115.0,1.0,1.0,High,1
53696,191,103.0,1.0,1.0,High,1
53706,191,99.0,1.0,1.0,High,1
53707,191,99.0,1.0,1.0,High,1
53727,191,89.0,1.0,1.0,High,1
53729,191,90.0,1.0,1.0,High,1
53766,191,97.0,1.0,1.0,High,1
53782,191,79.0,1.0,1.0,High,1
53784,191,71.0,1.0,1.0,High,1
53785,191,71.0,1.0,1.0,High,1
53823,191,51.0,1.0,1.0,High,1
53832,191,48.0,1.0,1.0,High,1
53844,191,64.0,1.0,1.0,High,1
53901,191,60.0,1.0,1.0,High,1
53929,191,72.0,1.0,1.0,High,1
53939,191,53.0,1.0,1.0,High,1
54005,192,53.0,1.0,1.0,High,1
54088,193,64.0,1.0,1.0,High,1
54093,193,74.0,1.0,1.0,High,1
54140,193,70.0,1.0,1.0,High,1
54142,193,68.0,1.0,1.0,High,1
54214,193,66.0,1.0,1.0,High,1
54247,194,32.0,1.0,1.0,High,1
54248,194,32.0,1.0,1.0,High,1
54252,194,37.0,1.0,1.0,High,1
54263,194,26.0,1.0,1.0,High,1
54274,194,31.0,1.0,1.0,High,1
54305,194,59.0,1.0,1.0,High,1
54330,194,25.0,1.0,1.0,High,1
54369,194,79.0,1.0,1.0,High,1
54387,194,49.0,1.0,1.0,High,1
54388,194,49.0,1.0,1.0,High,1
54392,194,65.0,1.0,1.0,High,1
54404,194,46.0,1.0,1.0,High,1
54423,194,60.0,1.0,1.0,High,1
54443,194,64.0,1.0,1.0,High,1
54515,195,43.0,1.0,1.0,High,1
54516,195,43.0,1.0,1.0,High,1
54526,195,48.0,1.0,1.0,High,1
54553,195,46.0,1.0,1.0,High,1
54568,195,48.0,1.0,1.0,High,1
54570,195,50.0,1.0,1.0,High,1
54572,195,62.0,1.0,1.0,High,1
54583,195,56.0,1.0,1.0,High,1
54604,195,44.0,1.0,1.0,High,1
54670,195,51.0,1.0,1.0,High,1
54695,195,55.0,1.0,1.0,High,1
54710,195,47.0,1.0,1.0,High,1
54742,195,54.0,1.0,1.0,High,1
54784,195,49.0,1.0,1.0,High,1
54836,195,59.0,1.0,1.0,High,1
54861,195,57.0,1.0,1.0,High,1
54862,195,57.0,1.0,1.0,High,1
54884,195,59.0,1.0,1.0,High,1
54897,195,61.0,1.0,1.0,High,1
54912,195,60.0,1.0,1.0,High,1
54917,195,61.0,1.0,1.0,High,1
54956,195,62.0,1.0,1.0,High,1
54986,195,66.0,1.0,1.0,High,1
55001,195,70.0,1.0,1.0,High,1
55013,195,63.0,1.0,1.0,High,1
55063,195,66.0,1.0,1.0,High,1
55064,195,66.0,1.0,1.0,High,1
55074,195,69.0,1.0,1.0,High,1
55114,195,72.0,1.0,1.0,High,1
55154,195,74.0,1.0,1.0,High,1
55204,196,80.0,1.0,1.0,High,1
55205,196,80.0,1.0,1.0,High,1
55206,196,87.0,1.0,1.0,High,1
55207,196,87.0,1.0,1.0,High,1
55235,196,80.0,1.0,1.0,High,1
55276,196,74.0,1.0,1.0,High,1
55289,196,74.0,1.0,1.0,High,1
55295,196,80.0,1.0,1.0,High,1
55296,196,80.0,1.0,1.0,High,1
55318,196,78.0,1.0,1.0,High,1
55339,196,67.0,1.0,1.0,High,1
55362,197,68.0,1.0,1.0,High,1
55363,197,68.0,1.0,1.0,High,1
55366,197,70.0,1.0,1.0,High,1
55408,197,74.0,1.0,1.0,High,1
55424,198,56.0,1.0,1.0,High,1
55426,198,56.0,1.0,1.0,High,1
55435,198,48.0,1.0,1.0,High,1
55497,198,45.0,1.0,1.0,High,1
55514,198,58.0,1.0,1.0,High,1
55522,198,58.0,1.0,1.0,High,1
55524,198,60.0,1.0,1.0,High,1
55545,198,45.0,1.0,1.0,High,1
55572,198,50.0,1.0,1.0,High,1
55591,198,43.0,1.0,1.0,High,1
55592,198,43.0,1.0,1.0,High,1
55626,198,54.0,1.0,1.0,High,1
55649,198,47.0,1.0,1.0,High,1
55663,198,56.0,1.0,1.0,High,1
55664,198,56.0,1.0,1.0,High,1
55666,198,58.0,1.0,1.0,High,1
55689,198,48.0,1.0,1.0,High,1
55702,198,48.0,1.0,1.0,High,1
55717,198,55.0,1.0,1.0,High,1
55719,198,52.0,1.0,1.0,High,1
55721,198,52.0,1.0,1.0,High,1
55727,198,49.0,1.0,1.0,High,1
55744,198,45.0,1.0,1.0,High,1
55773,198,57.0,1.0,1.0,High,1
55775,198,57.0,1.0,1.0,High,1
55776,198,57.0,1.0,1.0,High,1
55777,198,56.0,1.0,1.0,High,1
55778,198,56.0,1.0,1.0,High,1
55858,198,60.0,1.0,1.0,High,1
55881,198,66.0,1.0,1.0,High,1
55888,198,66.0,1.0,1.0,High,1
55899,198,60.0,1.0,1.0,High,1
55945,198,69.0,1.0,1.0,High,1
55946,198,69.0,1.0,1.0,High,1
55958,198,71.0,1.0,1.0,High,1
55983,198,73.0,1.0,1.0,High,1
56011,198,73.0,1.0,1.0,High,1
56040,198,75.0,1.0,1.0,High,1
56042,198,77.0,1.0,1.0,High,1
56063,198,73.0,1.0,1.0,High,1
56114,198,70.0,1.0,1.0,High,1
56122,198,68.0,1.0,1.0,High,1
56131,199,45.0,1.0,1.0,High,1
56147,199,52.0,1.0,1.0,High,1
56152,199,49.0,1.0,1.0,High,1
56157,199,51.0,1.0,1.0,High,1
56166,199,45.0,1.0,1.0,High,1
56187,199,46.0,1.0,1.0,High,1
56188,199,46.0,1.0,1.0,High,1
56189,199,43.0,1.0,1.0,High,1
56190,199,43.0,1.0,1.0,High,1
56250,199,44.0,1.0,1.0,High,1
56284,199,51.0,1.0,1.0,High,1
56300,199,46.0,1.0,1.0,High,1
56301,199,46.0,1.0,1.0,High,1
56335,199,50.0,1.0,1.0,High,1
56340,199,58.0,1.0,1.0,High,1
56370,199,51.0,1.0,1.0,High,1
56395,199,45.0,1.0,1.0,High,1
56421,199,56.0,1.0,1.0,High,1
56443,199,57.0,1.0,1.0,High,1
56454,199,59.0,1.0,1.0,High,1
56487,199,65.0,1.0,1.0,High,1
56515,199,48.0,1.0,1.0,High,1
56527,199,57.0,1.0,1.0,High,1
56544,199,52.0,1.0,1.0,High,1
56603,199,46.0,1.0,1.0,High,1
56604,199,46.0,1.0,1.0,High,1
56606,199,47.0,1.0,1.0,High,1
56608,199,48.0,1.0,1.0,High,1
56609,199,48.0,1.0,1.0,High,1
56611,199,47.0,1.0,1.0,High,1
56613,199,53.0,1.0,1.0,High,1
56618,199,51.0,1.0,1.0,High,1
56633,200,45.0,1.0,1.0,High,1
56634,200,45.0,1.0,1.0,High,1
56690,201,255.0,1.0,1.0,High,1
56702,201,255.0,1.0,1.0,High,1
56703,201,255.0,1.0,1.0,High,1
56731,202,250.0,1.0,1.0,High,1
56740,202,54.0,1.0,1.0,High,1
56751,202,83.0,1.0,1.0,High,1
56774,202,33.0,1.0,1.0,High,1
56804,203,68.0,1.0,1.0,High,1
56808,203,83.0,1.0,1.0,High,1
56838,204,68.0,1.0,1.0,High,1
56839,204,68.0,1.0,1.0,High,1
56845,204,71.0,1.0,1.0,High,1
56927,205,99.0,1.0,1.0,High,1
56969,205,79.0,1.0,1.0,High,1
56975,205,90.0,1.0,1.0,High,1
57028,205,88.0,1.0,1.0,High,1
57043,205,86.0,1.0,1.0,High,1
57044,205,86.0,1.0,1.0,High,1
57093,205,68.0,1.0,1.0,High,1
57102,205,81.0,1.0,1.0,High,1
57103,205,81.0,1.0,1.0,High,1
57106,205,82.0,1.0,1.0,High,1
57110,205,93.0,1.0,1.0,High,1
57111,205,93.0,1.0,1.0,High,1
57115,205,102.0,1.0,1.0,High,1
57133,205,65.0,1.0,1.0,High,1
57199,205,100.0,1.0,1.0,High,1
57204,205,104.0,1.0,1.0,High,1
57211,205,108.0,1.0,1.0,High,1
57229,205,94.0,1.0,1.0,High,1
57289,207,85.0,1.0,1.0,High,1
57311,207,83.0,1.0,1.0,High,1
57340,207,78.0,1.0,1.0,High,1
57343,207,83.0,1.0,1.0,High,1
57369,207,100.0,1.0,1.0,High,1
57390,207,81.0,1.0,1.0,High,1
57415,207,96.0,1.0,1.0,High,1
57448,207,93.0,1.0,1.0,High,1
57464,207,74.0,1.0,1.0,High,1
57510,207,101.0,1.0,1.0,High,1
57511,207,101.0,1.0,1.0,High,1
57577,207,82.0,1.0,1.0,High,1
57607,208,77.0,1.0,1.0,High,1
57627,208,92.0,1.0,1.0,High,1
57629,208,106.0,1.0,1.0,High,1
57676,208,72.0,1.0,1.0,High,1
57755,210,97.0,1.0,1.0,High,1
57766,210,100.0,1.0,1.0,High,1
57767,210,100.0,1.0,1.0,High,1
57779,210,99.0,1.0,1.0,High,1
57826,210,114.0,1.0,1.0,High,1
57831,210,114.0,1.0,1.0,High,1
57836,210,110.0,1.0,1.0,High,1
57872,210,132.0,1.0,1.0,High,1
57884,210,114.0,1.0,1.0,High,1
57901,210,130.0,1.0,1.0,High,1
57925,210,108.0,1.0,1.0,High,1
57926,210,108.0,1.0,1.0,High,1
57937,210,125.0,1.0,1.0,High,1
57942,210,101.0,1.0,1.0,High,1
57960,210,135.0,1.0,1.0,High,1
57974,210,106.0,1.0,1.0,High,1
57985,210,116.0,1.0,1.0,High,1
58031,210,98.0,1.0,1.0,High,1
58046,210,82.0,1.0,1.0,High,1
58083,210,91.0,1.0,1.0,High,1
58101,210,81.0,1.0,1.0,High,1
58130,210,102.0,1.0,1.0,High,1
58143,210,78.0,1.0,1.0,High,1
58144,210,78.0,1.0,1.0,High,1
58172,210,72.0,1.0,1.0,High,1
58174,210,70.0,1.0,1.0,High,1
58176,210,66.0,1.0,1.0,High,1
58186,210,68.0,1.0,1.0,High,1
